Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,Ratio27,Ratio28,Ratio29,Ratio30,Ratio31,Ratio32,Ratio33,Ratio34,Ratio35,Ratio36,Ratio37,Ratio38,Ratio39,Ratio40,Ratio41,Ratio42,Ratio43,Ratio44,Ratio45,Ratio46,Ratio47,Ratio48,Ratio49,Ratio50,Ratio51,Ratio52,Ratio53,Ratio54,Ratio55,Ratio56,Ratio57,Ratio58,Ratio59,Ratio60,Ratio61,Ratio62,Ratio63,Ratio64,Ratio65,Ratio66,Ratio67,Ratio68,Ratio69,Ratio70,Ratio71,Ratio72,Ratio73,Ratio74,Ratio75,Ratio76,Ratio77,Ratio78,Ratio79,Ratio80,Ratio81,Ratio82,Ratio83,Ratio84,Ratio85,Ratio86,Ratio87,Ratio88,Ratio89,Ratio90,Ratio91,Ratio92,Ratio93,Ratio94,Ratio95,Bankrupt?
-1.0715774624609975,-0.8748373874339109,-1.110382034881318,-0.15614472392323517,-0.15517152864495162,-0.03968196020736774,-0.22841774587993585,-0.22246613868448858,-0.24528200339612602,-0.28464235538153315,-0.6569340892893951,-0.9266921167982761,-0.35808269227432,0.7117010917548413,-0.7504742903779114,-1.0230983055635636,-1.0123310456750405,-1.014063861960504,-1.0617647979468727,-0.554827010293495,-0.36138408581398507,-0.04718012662969239,-0.7891872184742833,0.05928888059759704,0.08657078074633769,-0.012382253865539337,-0.03697363557620713,-0.060624187822120146,-0.24926455751358376,-0.8834804421528741,-0.4949986239210044,-0.26223501561557866,-1.7862416407209434,-1.311367027251175,-0.06506851801102326,0.9345828205341904,0.9043763426513569,-0.9043763431302608,-0.9185567124423399,0.21838266907534207,0.3434242838812406,-0.048978097343280104,-0.8334971652806735,-0.23598421147117496,-0.17508059650571733,0.9003431580098995,-0.9772864775282961,-0.7774356691932389,-0.6260014571910213,0.17451516111442653,0.5437889905520654,0.10016381977171264,1.1728123559257584,-1.6481328690373853,-0.9136519954657417,-1.3911704624857855,-1.3652525148212002,-1.1387544395223614,-0.9681708129500675,0.6103638210422193,-0.29508101369909057,-0.12525386760046853,-1.282983198500813,-0.5246430008648924,-0.6241825619086736,0.10575989367049489,1.2796943452603813,-0.7706196047551952,-0.6835666290626667,1.169521832940035,1.949270586417359,1.4034311693297237,-0.2214144812214986,-0.6538140591172863,-0.001626865273201898,0.789603615436006,-0.5246430008648924,0.10575989367049489,0.33358471666957973,-0.12660276729882058,-0.02253972872694356,-0.7629703989622394,-0.008839743815136579,1.7303670666782578,-0.11757927025044311,-0.9374223026823975,0.872395689769957,-0.09906845044463183,-0.15629169377530158,-0.23899521602980073,0.1616868700565366,-0.09501062518820728,-0.19928234066241363,0.0,-0.9564129396362596,1
-0.10805206499065981,0.14365302547128883,-0.06161726030045919,0.44908993673524567,0.4494231753347508,-0.14097235815773587,0.10925006025129781,0.09679101784112167,0.08821823408500921,0.07317338218738677,-0.6569340892890717,-0.9266921167982761,-0.12172290178834434,0.5875482409126171,-0.7504742903779114,0.31819861685414175,0.31655846928913556,0.312631456707139,-0.01220118328972921,-0.11609046514922125,-0.11655520918512983,-0.1407294923776008,0.08841847913207602,0.03374828403832792,0.025342275692549803,0.12256483010221007,0.14545424270956409,0.12467767291099344,0.21924682819650373,0.25073365719398044,0.46637553675798465,0.03829875943882223,-0.42303331128598387,-0.17599600503063173,0.44041798085502604,0.3562137411103413,0.3783641188767244,-0.37836412129362446,-0.8307404008586083,-0.06641142572099108,0.08284134214839713,-0.14228733588752182,0.1010725426895769,-0.24629345784504497,-0.6160266879547642,0.4666975480250145,-0.42480369715070393,1.6080855292573137,0.8441436469091901,-0.33774362874892383,-1.1432823015339248,0.04690258660823798,0.09292902003025787,-0.4690248908674015,-1.1846094053243927,-1.435768698064277,-0.9281317030106946,-0.31832656025876843,-0.6054528354254199,-1.0490547755879671,-0.11139790421112555,3.7804022787790235,-0.012430588662170765,-1.801693622422357,-0.1374921561488313,-0.12941896974705108,1.2232192455042825,0.11274005872742594,0.12323087658218768,0.014995083018227497,-0.587105167823935,1.4718282315726383,-0.09761643400273338,0.5645744940465374,0.028127584779596537,0.9108028908393682,-1.801693622422357,-0.12941896974705108,0.14402802388654634,-0.06693991747231628,-0.01149740171320017,-0.13482483025182945,0.027044584882265712,0.44566464620193463,-0.11757927025044311,0.10040101644019137,0.7813093099310078,0.027871929130579523,0.44931343843344823,0.06414573096870249,0.003301106147675614,7.8371201834387065,1.0250817131061067,0.0,-0.3788263815991419,1
-0.5277037370528702,-0.24383710435827796,-0.519947043753957,-0.15662589395845775,-0.1614221509298306,-0.4560538008213176,-0.5026264691294917,-0.4437509908014917,-0.4327427277171106,-0.6731502017037265,-0.6569340892891773,-0.8842775416126468,-0.33415238854105506,0.8015541249262031,-0.7504742903779114,0.1801834119969449,0.1793074318977843,0.6422057777014273,-0.7535224974180829,-0.8679350445347045,-1.412391584592307,-0.2007136759675204,-0.6733447938111085,0.5350424938266468,0.028656598226083067,0.07481970381881958,0.07925393317655356,0.0763206350145514,0.8374353173351197,-0.08558855809082956,0.2297230945021882,-0.14127551712013778,0.6217534586856233,0.16754482165279402,-0.09960724759839848,0.933730459274452,0.9035232808871803,-0.9035232813704341,-0.7306024910318073,-0.014465748647886547,0.3717945552206777,-0.20561926398354202,-0.516630304561692,0.05003652672166031,-1.9011144142837202,0.6683762928459697,-0.6753412939446719,-0.6824260558578,1.5304553369079101,-1.6520366899576646,0.3583575764186244,-0.3740398713242504,2.0284983831103043,0.7518467866015106,0.11930313128606085,0.5805662592059794,-1.5026810322128932,0.24039700876783715,3.2731488725751423,-0.20699411180569505,-0.22440936430918532,0.039548146993246464,1.0072745823109615,-1.3918563670081359,0.6357868392187878,0.0015876579850094771,-0.28043210894064685,-0.6032971650958284,-0.5093855696284374,-0.2539200725946144,-0.15064798822322872,-0.7384960045572604,1.1785304850831355,-0.39269768627823104,0.045968874015943004,0.2535718182695047,-1.3918563670081359,0.0015876579850094771,0.030741846857422758,-0.03860111372927557,-0.004361303728700188,-0.5238390772736279,0.036916124581777066,-0.6189662943764349,-0.11757927025044311,-0.23770678230440231,1.8934300553351104,0.05916756455196296,-0.15655539356553866,-0.02473286862353451,0.16136841997806026,-0.12807220062833868,-0.270647183642661,0.0,-0.9555928957051256,1
-0.7924927522184457,-0.6596440664213127,-0.6570887239718942,-1.2913434704391908,-1.2917124919143825,-0.857839779505549,-0.17898936841895663,-0.13079480499441115,0.0009015551724008282,-0.12035811251728001,-0.6569340892894305,-0.9266921167982761,0.12258042020241378,0.14598871259367793,-0.7504742903779114,-0.7385604964475864,-0.7311495556122487,-0.7336698245784423,-0.40541772200877185,0.1199802766404485,-0.6100907370807096,-0.8749110130747195,-0.5087753307284033,-0.009207611628098855,-0.016523451638809635,0.009573184294602896,-0.008783705638302053,0.0013639480577197017,-0.2858025254930599,-0.21753893279673603,-0.31964631240044816,0.20484785763214033,-1.0085559239615949,-0.5658120281591961,-0.03553892467005257,0.028062014058279332,0.08090596210514878,-0.08090596486285757,-0.86084873532319,-0.00026422820168826985,-0.18968230234765576,-0.9023360234066068,-0.531106338479715,-0.23967310004762304,-0.12297889685193047,0.9892386232569556,-1.0974337668111198,1.5287297485750404,1.747454458194295,-0.1360233838931544,-0.3761937643133417,-0.5378135566566875,0.6620088560692852,-0.8541768480708937,-0.947975330778262,-1.2024116261480697,-0.7869340080392547,-0.7334672262697688,-0.7077668561637823,-0.19666629960378795,0.08236657986640464,-0.2299419141799417,-0.4218724663685408,-0.7821828658845018,-0.24934669437651139,-0.08208581553234973,1.1567717367677455,-0.6808817802806255,-1.688914608847753,-0.06703122458931648,1.9600452558354056,1.365743810309506,-0.13822227214442065,0.37453229354777556,-0.6589480011119571,1.1197118006490494,-0.7821828658845018,-0.08208581553234973,0.13839000556265588,-1.0380892651344096,-0.30386885526499213,0.3961601146106874,-0.3335816076978125,0.9608033015640665,-0.11757927025044311,-0.692721982434216,-0.07993777092996097,-0.09092762103950136,-1.2914465757111993,-0.07824628825147542,-0.05368778208765926,-0.03150412220685287,-0.07274123330515053,0.0,-0.0528980776492998,1
-0.0995174583444565,0.14596996678409285,0.0013502171804207032,-0.33287328806669386,-0.3318772647708111,-0.02149750542572389,0.0981321119867734,0.09911120618416343,0.0523897437765837,0.10896744740511657,1.6634523004252568,-0.9266921167982761,-0.06583823247188958,0.6521253010553602,-0.7504742903779114,-0.1889430916366487,-0.18707027152182298,-0.1907774204494439,0.078670668343515,-0.04731984518779702,0.33314953688803983,-0.006317981656788974,0.046694758567765664,0.05212120254885223,0.1255925502909374,0.12342261385853213,0.14401118236757182,0.141638366519213,-0.043527339919151496,0.22747498239467087,0.9844361614808933,0.10605009154249793,-0.42126467828314385,-0.27365429853855744,0.520533164831225,-0.7297547425148948,-0.6358257295369307,0.6358257282758627,-0.302708169494029,-0.1061101781548043,0.39211338446712435,-0.004422274945316222,0.058277877773711476,-0.16806571842400775,0.8813279805461007,0.6275213926988891,-0.6220851539265685,-0.777435669193268,-0.6260014571902751,0.5202057563102994,1.0950107874566013,0.1573772985466394,0.777393499329696,-0.458159215744099,-0.32224549495205773,-0.522092482896136,-0.9575993910010954,-0.27478748965609057,-0.8033982565104282,0.011600012287295645,-0.021002145697573967,3.250156168835808,-0.08606911334089877,1.3426773612196252,-0.1361660417057466,-0.10286285667365677,-1.0206104339348374,-0.49446283730353846,0.11780078747553195,0.06455485583403832,1.9593221572188986,1.2700211093033527,-0.09806209866693834,-0.3427803938459936,-0.06196062049180221,0.39800706511994166,1.3426773612196252,-0.10286285667365677,-0.2899046112435301,-0.374024782336799,-0.1401305066898819,0.024693572333053318,-0.047925246766475436,0.4440197488972022,-0.11757927025044311,0.09526103200792559,0.07738764287812139,0.006261453429697273,-0.3328903780031562,0.06424823789763678,-0.14493490166973017,-2.338664573712245,2.0806774576295735,0.0,0.6605997236114077,1
-0.9008161498164476,-0.9461099484153279,-0.9983304460854568,-0.8827906979669171,-0.8773332911567332,-0.725325499665448,-0.21859881227638955,-0.24425898876702506,-0.08674602030272699,-0.23245713206715984,-0.6569340892893336,-0.9266921167982761,0.13252452871200568,0.6983615638177023,-0.7504742903779114,-0.6773941105855644,-0.6706658680025324,-0.6733442390353762,-0.9185571225509745,0.36503457458119953,-0.3218712874114676,-0.8591014876558855,-0.7870389388923136,-0.9008101039732191,-0.027110805334973873,0.008817968740003628,0.006590715038840631,-0.002223613337226117,-1.4507793868537606,-0.5570980541970778,-0.3983996437310119,0.29303067586502735,-1.5774849767501211,-1.4943558362591807,-0.04025721471332058,0.5051112902224447,0.5146259739797244,-0.514625976046353,-1.2266167465535405,0.03652804605790658,0.0402198075211528,-0.883487505572735,-0.8313808288205402,-0.15672561068336718,-0.023474300442366623,0.6955855505822579,-0.7100885836816107,-0.017557265692292802,1.7486026709239038,-0.02313341793499385,-0.0013517078060806215,-0.5824681074186441,1.066807345703405,-1.4402469760109624,-1.523294492241576,-1.2625887046451372,-1.4287219479446096,-1.6275785349529392,-0.983151336545199,0.4846250357185279,0.128895211368618,-0.19969728324134334,-0.08371446047251603,-0.25297309056861017,-0.4629297633215962,0.020358327536457343,-0.2711625762785496,-0.7749561377263932,-1.4906520125083216,0.6303075550831805,1.9599871999196963,0.8792819993186993,-0.20019214093184842,-0.8092237392021756,-0.002420701761458038,1.2076649583942294,-0.25297309056861017,0.020358327536457343,-0.18933101146341022,-0.1280332881250221,-0.025632394848025774,0.6662182604737559,0.001622835895518121,1.504327461136778,-0.11757927025044311,-1.0015780160735948,0.3618135677676821,-0.14389500107907713,-0.882621399426029,-0.19249141136589942,0.03548582377046865,-0.044882830577911204,-0.09846850489018376,0.0,-0.5303768157559418,1
-0.6299562209544344,-0.500256206420744,-0.6007524375293457,-0.3111446911638364,-0.3101464049904169,-0.02419244097029757,0.004369453948460945,0.005499059129119014,-0.034555892532094824,0.013191193312393825,1.6751182691756568,-0.8428685864246347,-0.22464342135186963,0.8662473030904029,-0.7504742903779114,-0.6498720363754341,-0.6434461415070718,-0.6461940743882691,-0.8269894491633372,-0.4510941307389181,1.1951755607576082,0.06079145965145822,-0.7634153298594742,0.10789574719594014,0.2580652995481744,0.0077912585391940745,-0.011084669285835999,0.016609995494172976,-1.4409409046146215,0.08952415859689425,-0.26473968806725456,-0.13608688534049349,-0.9735148820015007,-0.9649942541651632,-0.1385446987737276,1.12530623237764,1.0729463466342606,-1.0729463461842408,-0.9750129868688701,0.26395553770905894,1.882251963245138,0.06372156404507794,-0.8064780020599511,0.06989490790519456,1.1720479666161978,1.3056050470592817,-1.5224525497279016,-0.7774356691933199,-0.626001457189893,1.6111972918312223,1.0322744896005824,0.14684662236358162,0.4907150943828963,-1.1858175415352523,-0.00500824571299047,0.00535232604729196,-1.1893267343806369,-0.7864548337612327,-0.9445769185930617,1.3079250645754985,-0.19962118552660194,-0.2589411756278798,-0.2605960163447768,0.5248737879693441,-0.491573716873993,0.26864008120674876,-0.6764067660375651,-0.6284567379557852,-0.40818327336415283,0.9584567233622163,1.9498844303950609,1.3100992213308504,-0.13436393058893784,-0.6862830477769167,-0.011178362686494338,0.28023936669414,0.5248737879693441,0.26864008120674876,-0.1578243875667424,-0.26208650998768857,-0.04863649305812392,-0.45359020578307346,-0.10330902037985328,0.9295732192201521,-0.11757927025044311,-0.5635874758846924,-0.1473266211530503,-0.04926146447079816,-0.3113516971917517,-0.14477782050559432,0.2411372664464152,-0.19178325421184755,-0.422639009485679,0.0,-1.133149390235404,1
-0.13239435159806803,0.12059524315678927,-0.08721627706435472,-0.2537491399551648,-0.2527516671500227,-0.28448455997717836,0.040605055327912504,0.03853829399201155,0.05342628835716731,-0.03168015943815624,-0.6569340892893223,-0.9266921167982761,-0.3047909376139157,0.9771579234157728,-0.7504742903779114,-1.1390446310067373,-1.126831759966207,-1.128224590386213,-0.17678212273732133,-0.4848291430891284,-0.6759398251900123,-0.21850824674767322,-0.03281276548052329,0.6366323006080493,0.04445797387225768,-0.1314853351140609,-0.21859817135730558,0.10148144443326611,0.3745648924492925,0.0882414173315098,-0.06970678253937816,-0.10931241133087292,-1.8468634300814466,-1.2213350935633995,1.596264712404072,1.2752511656695749,1.2014440366787618,-1.2014440354313516,-1.3266951726604987,0.34036151093138933,-0.18968230234765576,-0.22388882193439272,-0.025047306951469585,-0.06438381986851557,-0.6160266879547642,0.52869957508995,-0.5009806403952873,-0.7774356691933383,1.6751119312935743,0.40250463990922997,-0.6267043960986866,-0.026538126247270404,1.0408857062395476,-1.6399558068693403,-1.3356637711184196,-1.4912918961146784,-1.0770431785098968,-1.4665001945835636,-0.8836246026846231,0.515804816132489,-0.2337709368661579,-0.14713481896421843,-0.7522040413537968,-0.8991605981027349,-0.7451728721337413,0.18181703211409053,1.3453936813044476,-1.4255014511105548,-0.09550233782065665,-0.18257366686154183,-0.5898235160568787,1.3941726461376138,-0.27785390293202905,0.29999613061925384,0.1179163946140617,1.3269481260656761,-0.8991605981027349,0.18181703211409053,0.4671275458840318,0.02548663869686707,0.007516182369188752,-0.5939163404265143,0.07789164599611845,1.800424944571549,-0.11757927025044311,-0.0430256601432619,-0.619528581875521,-0.2624607679164899,-0.25385889863388417,0.015374334688632014,0.31884048665372866,-2.12661548674175,2.2453929085825144,0.0,-1.2643083365019234,1
-0.2367928620996534,-0.0767795373743592,-0.18327490962215293,-0.45247244428673944,-0.45104718061413346,-0.16561608598430544,-0.10348281984497151,-0.08482956017171452,-0.10949771863709341,-0.09571730283460919,1.671215478893549,-0.9266921167982761,-0.09783855707035344,0.7131688064615551,-0.7504742903779114,-0.6243443043933907,-0.6181960970155617,-0.6210076176600444,-0.23786538904975124,-0.06389692579325908,-0.8872884009699659,-0.12324300248213912,-0.24334618828642635,0.3537104687759,0.040716019839790334,0.06434923954089362,0.06326909053287691,0.06272190008808479,0.1501146173399097,-0.04502211155511691,0.11096564396522675,0.06631537861386229,-1.3882890796189797,-1.1385629260185999,-0.6219793115786221,0.9784621611507194,0.9435509732935947,-0.9435509735688871,-0.5303251689005728,0.25989322553169125,0.7039269215956603,-0.1265171189230012,-0.24643019416127446,-0.2164159619808805,-1.1461557372326114,0.6614223228194939,-0.6658340501421084,1.529686746658797,0.6621329791088212,-0.5361304008596948,0.21301576032854674,-0.011394831170775256,1.5343805765937868,-1.014562709525092,-1.47195907972814,-1.5693983408927261,-1.302331860228525,-1.248132503380613,-0.9110413612637549,-0.3665991841184814,-0.0960893372673033,-0.19739798548884985,-0.2772697736829219,-1.5320423876985174,-0.38708416488457065,-0.010303308317931952,2.0478974145222946,-0.27721279533980947,-0.6515661440588044,-0.6952564792265751,-0.5669007400779705,1.4976345889711604,-0.22436063377917603,0.04941428515547582,0.049991554297305445,0.7245120476857959,-1.5320423876985174,-0.010303308317931952,0.9288542672253407,-0.041612206236923986,-0.004961652867509445,-0.07068891671740371,0.03530001287196464,1.3142402686191113,-0.11757927025044311,-0.20145102234412177,1.89535414763611,-0.9916190018244043,-0.4523151448323283,-0.017334211461971206,0.17834514777535662,-0.5856601703300608,-2.481221363892992,0.0,-0.9979314011296895,1
-0.015804556361839184,0.15002946728125868,-0.05802560924600297,-0.4235216347223474,-0.4225500680561911,-0.07917978600390888,0.09802373838799824,0.08877509783794924,0.06378036134680251,0.08103769609426145,0.31291395887724516,-0.7101051589843568,-0.1528467325409153,0.4169920156813592,-0.7504742903779114,-1.0112443450267394,-1.0006224635465022,-1.0023895055103598,-0.08693400462412872,-0.15651512688350355,0.6735867165318712,-0.07812083415452675,0.03416078797530803,0.03576848703961266,0.06219895994600943,0.10884147782751005,0.12384025449912921,0.09488884516378,-0.0598301616878728,-0.04309927055279507,0.23191018005074854,0.02617141427513471,-1.5140833455378293,-0.8475387418582524,0.7596960302074854,1.3808562750887938,1.2894528285664082,-1.2894528267304273,-0.9259473510059887,0.5020292452609518,1.4088304882170861,-0.07994126850790421,0.05396192476413569,0.19927087366371432,0.5267332546597817,0.08066983430153456,-0.002740508551710233,-0.7774356691931973,-0.6260014571903391,1.4267560409987217,1.1220708100848396,0.06022550869299424,0.8626156174199333,-1.8028028661878888,-0.34793172577869075,-0.661380224434876,-0.7356637195385709,-1.03792579820903,-0.847332060363243,1.3533962324769846,-0.12367957497851982,-0.1492513373308813,-0.8861296352850918,0.24704647315423395,-0.8728743542506089,0.38835631736550036,0.11738044538813243,-0.5235094109461891,0.025926190974946448,-0.3423039077265245,1.9600185951361802,1.4027316204886735,-0.19196450576812735,0.10716502875920823,0.0603500183922464,0.17405123242613144,0.24704647315423395,0.38835631736550036,0.14179342625031172,-0.031571819408228,-0.0030247996434606774,-0.17163491255371272,0.04139699228733515,1.4393466588966548,-0.11757927025044311,0.04090709029441137,0.6538279743000757,-0.18978259716703813,-0.42333259983040356,0.0407490438883717,0.38407000412768283,-6.150517339113334,1.3787659411851805,0.0,-1.3519639906078442,1
